src,dst,travelMinutes,weight
13877,3472,0.54,0.9729
3472,3944,1.03,0.9483
3944,3472,1.03,0.9483
3472,4000,1.03,0.9483
4000,3472,1.03,0.9483
3472,3845,1.57,0.9217
3845,3472,1.57,0.9217
3472,9786,1.69,0.9157
9786,3472,1.69,0.9157
3472,10089,2.83,0.8585
10089,3472,2.83,0.8585
3473,9987,0.03,0.9984
9987,3473,0.03,0.9984
3473,12844,0.19,0.9903
12844,3473,0.19,0.9903
3473,12023,0.31,0.9845
12023,3473,0.31,0.9845
3473,13091,0.6,0.9698
13091,3473,0.6,0.9698
3473,11127,0.77,0.9616
11127,3473,0.77,0.9616
3474,4352,0.17,0.9914
4352,3474,0.17,0.9914
3474,7002,0.18,0.9912
7002,3474,0.18,0.9912
3474,5578,0.29,0.9857
5578,3474,0.29,0.9857
3474,12642,0.37,0.9814
12642,3474,0.37,0.9814
3474,9576,0.68,0.9662
9576,3474,0.68,0.9662
3474,2375,0.78,0.9611
2375,3474,0.78,0.9611
3475,8752,0.58,0.9709
8752,3475,0.58,0.9709
3475,11358,0.8,0.9602
11358,3475,0.8,0.9602
3475,6020,0.91,0.9543
6020,3475,0.91,0.9543
3475,8911,0.93,0.9536
8911,3475,0.93,0.9536
3476,4196,0.49,0.9755
4196,3476,0.49,0.9755
3476,1440,11.59,0.4204
1440,3476,11.59,0.4204
3476,1146,12.29,0.3857
1146,3476,12.29,0.3857
3476,1213,12.39,0.3803
1213,3476,12.39,0.3803
3477,12634,0.46,0.9769
12634,3477,0.46,0.9769
3477,11513,0.56,0.9719
11513,3477,0.56,0.9719
3477,11875,0.63,0.9685
11875,3477,0.63,0.9685
3477,7684,0.67,0.9665
7684,3477,0.67,0.9665
3477,12768,0.77,0.9615
12768,3477,0.77,0.9615
3477,12656,0.91,0.9544
12656,3477,0.91,0.9544
3477,10804,0.99,0.9505
10804,3477,0.99,0.9505
3478,11644,0.6,0.97
11644,3478,0.6,0.97
3478,12492,0.91,0.9544
12492,3478,0.91,0.9544
3478,11524,1.1,0.9448
11524,3478,1.1,0.9448
3478,13601,1.13,0.9436
13601,3478,1.13,0.9436
3478,9604,1.14,0.9432
9604,3478,1.14,0.9432
3478,1929,1.15,0.9425
1929,3478,1.15,0.9425
3479,13357,0.12,0.9941
13357,3479,0.12,0.9941
3479,5894,0.33,0.9834
5894,3479,0.33,0.9834
3479,9760,0.34,0.9829
9760,3479,0.34,0.9829
3479,3571,0.59,0.9707
3571,3479,0.59,0.9707
3479,5403,0.97,0.9517
5403,3479,0.97,0.9517
3479,12468,1.01,0.9495
12468,3479,1.01,0.9495
3479,12738,1.03,0.9486
12738,3479,1.03,0.9486
3480,7104,5.87,0.7063
7104,3480,5.87,0.7063
3480,7144,9.09,0.5456
7144,3480,9.09,0.5456
3480,7792,14.29,0.2855
7792,3480,14.29,0.2855
3480,1118,18.99,0.0504
1118,3480,18.99,0.0504
3481,4621,0.89,0.9554
4621,3481,0.89,0.9554
3481,12292,1.04,0.948
12292,3481,1.04,0.948
3481,5804,3.51,0.8244
5804,3481,3.51,0.8244
3481,4620,3.52,0.8241
4620,3481,3.52,0.8241
3481,8610,3.86,0.8068
8610,3481,3.86,0.8068
3482,4330,0.07,0.9965
4330,3482,0.07,0.9965
3482,457,0.68,0.9662
457,3482,0.68,0.9662
3482,9534,0.78,0.9608
9534,3482,0.78,0.9608
3482,3484,0.81,0.9597
3484,3482,0.81,0.9597
3482,6221,0.86,0.9571
6221,3482,0.86,0.9571
3482,53,0.86,0.9569
53,3482,0.86,0.9569
3482,6157,0.9,0.9549
6157,3482,0.9,0.9549
3483,3563,0.68,0.9658
3563,3483,0.68,0.9658
3483,6878,1.42,0.9288
6878,3483,1.42,0.9288
3483,3524,2.49,0.8754
3524,3483,2.49,0.8754
3483,12891,3.34,0.8332
12891,3483,3.34,0.8332
3483,11583,3.53,0.8233
11583,3483,3.53,0.8233
3483,12933,3.94,0.8032
12933,3483,3.94,0.8032
3483,12591,5.28,0.736
12591,3483,5.28,0.736
3483,5208,5.79,0.7107
5208,3483,5.79,0.7107
3484,9534,0.23,0.9883
9534,3484,0.23,0.9883
3484,13084,0.34,0.9832
13084,3484,0.34,0.9832
3484,1043,0.78,0.9612
1043,3484,0.78,0.9612
3484,4330,0.82,0.9588
4330,3484,0.82,0.9588
3484,293,0.86,0.957
293,3484,0.86,0.957
3484,2614,0.89,0.9555
2614,3484,0.89,0.9555
3485,11967,3.33,0.8335
11967,3485,3.33,0.8335
3485,3954,3.38,0.8311
3954,3485,3.38,0.8311
3485,10895,3.54,0.823
10895,3485,3.54,0.823
3485,4795,4.04,0.798
4795,3485,4.04,0.798
3485,11313,4.29,0.7856
11313,3485,4.29,0.7856
3485,13015,4.96,0.752
13015,3485,4.96,0.752
3485,12327,5.22,0.7391
12327,3485,5.22,0.7391
3486,13843,1.51,0.9244
13843,3486,1.51,0.9244
3486,8736,1.54,0.9228
8736,3486,1.54,0.9228
3486,7530,1.81,0.9095
7530,3486,1.81,0.9095
3486,13767,3.03,0.8483
13767,3486,3.03,0.8483
3486,5943,3.27,0.8364
5943,3486,3.27,0.8364
3486,5173,3.46,0.8272
5173,3486,3.46,0.8272
3487,11396,0.86,0.9568
11396,3487,0.86,0.9568
3487,11064,0.93,0.9536
11064,3487,0.93,0.9536
3487,11232,1.82,0.9092
11232,3487,1.82,0.9092
3487,6566,2.03,0.8983
6566,3487,2.03,0.8983
3487,11191,2.14,0.893
11191,3487,2.14,0.893
3487,4885,4.68,0.7661
4885,3487,4.68,0.7661
3487,3270,8.27,0.5864
3270,3487,8.27,0.5864
3487,12071,8.3,0.585
12071,3487,8.3,0.585
3488,4951,0.79,0.9604
4951,3488,0.79,0.9604
3488,6304,0.85,0.9573
6304,3488,0.85,0.9573
3488,6713,1.31,0.9346
6713,3488,1.31,0.9346
3488,6309,1.32,0.9338
6309,3488,1.32,0.9338
3488,8314,1.91,0.9047
8314,3488,1.91,0.9047
3488,13547,2.24,0.8881
13547,3488,2.24,0.8881
3488,5950,2.68,0.866
5950,3488,2.68,0.866
3488,6196,3.37,0.8317
6196,3488,3.37,0.8317
3489,7595,5.45,0.7276
7595,3489,5.45,0.7276
3489,6358,18.11,0.0943
6358,3489,18.11,0.0943
3490,3302,20.82,0.0
3302,3490,20.82,0.0
3491,5211,1.14,0.9428
5211,3491,1.14,0.9428
3491,13470,1.25,0.9374
13470,3491,1.25,0.9374
3491,13816,1.53,0.9236
13816,3491,1.53,0.9236
3491,7065,1.92,0.9039
7065,3491,1.92,0.9039
3491,6522,2.03,0.8985
6522,3491,2.03,0.8985
3492,3832,7.3,0.6352
3832,3492,7.3,0.6352
3492,6943,9.99,0.5006
6943,3492,9.99,0.5006
3492,13698,10.06,0.4972
13698,3492,10.06,0.4972
3492,10099,10.89,0.4556
10099,3492,10.89,0.4556
3492,13478,10.91,0.4544
13478,3492,10.91,0.4544
3492,2154,11.85,0.4074
2154,3492,11.85,0.4074
3492,5581,11.87,0.4063
5581,3492,11.87,0.4063
3493,12340,1.22,0.9388
12340,3493,1.22,0.9388
3493,12194,2.04,0.8979
12194,3493,2.04,0.8979
3493,12015,2.04,0.8978
12015,3493,2.04,0.8978
3493,10384,2.28,0.886
10384,3493,2.28,0.886
3493,11037,2.52,0.8738
11037,3493,2.52,0.8738
3493,2402,3.39,0.8305
2402,3493,3.39,0.8305
3494,5557,1.06,0.9469
5557,3494,1.06,0.9469
3494,5231,5.58,0.7212
5231,3494,5.58,0.7212
3494,5110,11.46,0.4269
5110,3494,11.46,0.4269
3494,13825,14.33,0.2836
13825,3494,14.33,0.2836
3494,13567,15.04,0.2478
13567,3494,15.04,0.2478
3494,5872,15.23,0.2383
5872,3494,15.23,0.2383
3494,3674,15.38,0.2308
3674,3494,15.38,0.2308
3495,9643,0.11,0.9945
9643,3495,0.11,0.9945
3495,10911,0.21,0.9894
10911,3495,0.21,0.9894
3495,9704,0.27,0.9863
9704,3495,0.27,0.9863
3495,12410,0.39,0.9804
12410,3495,0.39,0.9804
3495,11356,0.48,0.9758
11356,3495,0.48,0.9758
3495,9710,0.69,0.9654
9710,3495,0.69,0.9654
3495,10452,0.72,0.9638
10452,3495,0.72,0.9638
3495,3831,0.86,0.9569
3831,3495,0.86,0.9569
3496,11082,0.4,0.9799
11082,3496,0.4,0.9799
3496,10357,0.92,0.9538
10357,3496,0.92,0.9538
3496,11375,1.0,0.9499
11375,3496,1.0,0.9499
3496,10211,1.56,0.9218
10211,3496,1.56,0.9218
3496,2797,1.97,0.9013
2797,3496,1.97,0.9013
3496,10230,2.08,0.8962
10230,3496,2.08,0.8962
3497,13763,0.71,0.9645
13763,3497,0.71,0.9645
3497,4723,1.13,0.9433
4723,3497,1.13,0.9433
3497,9390,1.45,0.9273
9390,3497,1.45,0.9273
3497,13227,1.5,0.9249
13227,3497,1.5,0.9249
3498,10786,0.34,0.9828
10786,3498,0.34,0.9828
3498,13528,1.08,0.9458
13528,3498,1.08,0.9458
3498,11108,1.21,0.9393
11108,3498,1.21,0.9393
3498,12157,1.62,0.9188
12157,3498,1.62,0.9188
3498,5392,1.65,0.9176
5392,3498,1.65,0.9176
3498,9994,1.65,0.9173
9994,3498,1.65,0.9173
3498,12568,1.68,0.9162
12568,3498,1.68,0.9162
3498,1294,1.7,0.9152
1294,3498,1.7,0.9152
3499,11302,0.04,0.9978
11302,3499,0.04,0.9978
3499,11608,4.04,0.7981
11608,3499,4.04,0.7981
3499,7685,4.64,0.7678
7685,3499,4.64,0.7678
3499,12985,5.09,0.7453
12985,3499,5.09,0.7453
3499,13428,5.15,0.7424
13428,3499,5.15,0.7424
3499,11286,5.65,0.7173
11286,3499,5.65,0.7173
3499,3956,5.78,0.7109
3956,3499,5.78,0.7109
3500,4367,20.16,0.0
4367,3500,20.16,0.0
3500,4277,22.7,0.0
4277,3500,22.7,0.0
3501,11878,0.02,0.9989
11878,3501,0.02,0.9989
3501,11032,0.15,0.9925
11032,3501,0.15,0.9925
3501,9880,0.5,0.9752
9880,3501,0.5,0.9752
3501,13838,0.68,0.9659
13838,3501,0.68,0.9659
3501,12358,0.94,0.9532
12358,3501,0.94,0.9532
3501,10421,1.0,0.9498
10421,3501,1.0,0.9498
3501,713,1.29,0.9354
713,3501,1.29,0.9354
3501,12091,1.3,0.9349
12091,3501,1.3,0.9349
3502,9738,3.92,0.8041
9738,3502,3.92,0.8041
3502,9847,4.11,0.7944
9847,3502,4.11,0.7944
3502,4348,4.12,0.794
4348,3502,4.12,0.794
3502,4388,5.42,0.7289
4388,3502,5.42,0.7289
3502,7628,5.6,0.7199
7628,3502,5.6,0.7199
3502,2457,5.6,0.7198
2457,3502,5.6,0.7198
3503,8220,0.27,0.9867
8220,3503,0.27,0.9867
3503,13298,0.33,0.9833
13298,3503,0.33,0.9833
3503,4938,1.52,0.9239
4938,3503,1.52,0.9239
3503,5651,1.83,0.9085
5651,3503,1.83,0.9085
3503,134,2.04,0.8979
134,3503,2.04,0.8979
3504,13206,0.68,0.9661
13206,3504,0.68,0.9661
3504,10116,0.79,0.9603
10116,3504,0.79,0.9603
3504,11853,0.84,0.9582
11853,3504,0.84,0.9582
3505,12204,0.03,0.9983
12204,3505,0.03,0.9983
3505,4027,0.41,0.9797
4027,3505,0.41,0.9797
3505,9945,0.47,0.9763
9945,3505,0.47,0.9763
3505,10422,0.57,0.9715
10422,3505,0.57,0.9715
3505,10445,0.7,0.9649
10445,3505,0.7,0.9649
3506,13135,0.03,0.9984
13135,3506,0.03,0.9984
3506,9985,3.37,0.8316
9985,3506,3.37,0.8316
3506,5379,6.84,0.6579
5379,3506,6.84,0.6579
3506,4108,7.53,0.6237
4108,3506,7.53,0.6237
3506,3881,8.45,0.5776
3881,3506,8.45,0.5776
3507,4078,0.47,0.9765
4078,3507,0.47,0.9765
3507,10508,0.78,0.9608
10508,3507,0.78,0.9608
3507,11795,0.82,0.959
11795,3507,0.82,0.959
3507,3697,1.06,0.947
3697,3507,1.06,0.947
3507,10951,1.08,0.9461
10951,3507,1.08,0.9461
3507,11135,1.08,0.9461
11135,3507,1.08,0.9461
3507,9936,1.27,0.9364
9936,3507,1.27,0.9364
3508,9816,0.06,0.9969
9816,3508,0.06,0.9969
3508,10390,0.22,0.9888
10390,3508,0.22,0.9888
3508,3748,0.28,0.9861
3748,3508,0.28,0.9861
3508,10714,0.31,0.9845
10714,3508,0.31,0.9845
3508,10398,0.42,0.9788
10398,3508,0.42,0.9788
3508,9893,0.56,0.9718
9893,3508,0.56,0.9718
3508,4793,0.83,0.9587
4793,3508,0.83,0.9587
3508,6600,0.83,0.9583
6600,3508,0.83,0.9583
3509,11979,0.51,0.9743
11979,3509,0.51,0.9743
3509,9511,0.63,0.9684
9511,3509,0.63,0.9684
3509,9453,0.89,0.9553
9453,3509,0.89,0.9553
3509,7029,0.98,0.9512
7029,3509,0.98,0.9512
3509,9828,1.07,0.9465
9828,3509,1.07,0.9465
3509,9568,1.12,0.9439
9568,3509,1.12,0.9439
3509,4106,1.29,0.9356
4106,3509,1.29,0.9356
3510,5642,0.63,0.9685
5642,3510,0.63,0.9685
3510,10718,0.7,0.9648
10718,3510,0.7,0.9648
3510,7804,0.82,0.959
7804,3510,0.82,0.959
3510,3830,0.97,0.9514
3830,3510,0.97,0.9514
3510,5643,0.99,0.9504
5643,3510,0.99,0.9504
3510,6276,1.1,0.9451
6276,3510,1.1,0.9451
3511,13008,0.06,0.9969
13008,3511,0.06,0.9969
3511,10665,1.85,0.9073
10665,3511,1.85,0.9073
3511,11862,2.82,0.859
11862,3511,2.82,0.859
3511,12245,2.89,0.8557
12245,3511,2.89,0.8557
3511,10935,3.06,0.8469
10935,3511,3.06,0.8469
3511,9364,3.3,0.8351
9364,3511,3.3,0.8351
3511,1156,3.33,0.8334
1156,3511,3.33,0.8334
3512,10746,0.29,0.9853
10746,3512,0.29,0.9853
3512,9639,0.69,0.9657
9639,3512,0.69,0.9657
3512,7259,0.69,0.9657
7259,3512,0.69,0.9657
3512,12210,0.75,0.9627
12210,3512,0.75,0.9627
3512,10752,0.83,0.9584
10752,3512,0.83,0.9584
3512,9888,1.42,0.9288
9888,3512,1.42,0.9288
3512,6514,1.45,0.9276
6514,3512,1.45,0.9276
3512,13120,1.47,0.9267
13120,3512,1.47,0.9267
3513,8696,0.47,0.9766
8696,3513,0.47,0.9766
3513,8701,0.52,0.9739
8701,3513,0.52,0.9739
3513,8693,1.02,0.9488
8693,3513,1.02,0.9488
3513,12657,1.06,0.9472
12657,3513,1.06,0.9472
3513,8705,2.15,0.8925
8705,3513,2.15,0.8925
3513,8703,2.26,0.8869
8703,3513,2.26,0.8869
3513,8723,2.83,0.8586
8723,3513,2.83,0.8586
3514,7492,0.53,0.9737
7492,3514,0.53,0.9737
3514,4876,0.81,0.9595
4876,3514,0.81,0.9595
3514,4210,1.07,0.9465
4210,3514,1.07,0.9465
3514,7491,1.15,0.9423
7491,3514,1.15,0.9423
3514,13490,1.32,0.9338
13490,3514,1.32,0.9338
3514,7490,1.51,0.9246
7490,3514,1.51,0.9246
3514,10103,1.65,0.9173
10103,3514,1.65,0.9173
3514,7493,1.81,0.9093
7493,3514,1.81,0.9093
3515,11938,0.07,0.9963
11938,3515,0.07,0.9963
3515,12579,0.36,0.982
12579,3515,0.36,0.982
3515,9571,0.53,0.9735
9571,3515,0.53,0.9735
3515,9804,0.61,0.9693
9804,3515,0.61,0.9693
3515,9507,0.88,0.9558
9507,3515,0.88,0.9558
3515,7004,0.9,0.9552
7004,3515,0.9,0.9552
3515,4160,0.94,0.9529
4160,3515,0.94,0.9529
3516,11625,2.08,0.8958
11625,3516,2.08,0.8958
3516,8733,2.51,0.8743
8733,3516,2.51,0.8743
3516,12024,3.01,0.8495
12024,3516,3.01,0.8495
3516,11698,3.07,0.8466
11698,3516,3.07,0.8466
3516,11109,6.22,0.6891
11109,3516,6.22,0.6891
3516,12008,7.35,0.6324
12008,3516,7.35,0.6324
3516,8746,7.38,0.6312
8746,3516,7.38,0.6312
3517,5405,8.75,0.5624
5405,3517,8.75,0.5624
3518,13047,0.99,0.9503
13047,3518,0.99,0.9503
3518,879,1.14,0.9431
879,3518,1.14,0.9431
3518,4391,1.14,0.943
4391,3518,1.14,0.943
3518,5252,1.15,0.9423
5252,3518,1.15,0.9423
3519,13130,0.5,0.9752
13130,3519,0.5,0.9752
3519,12855,1.4,0.9299
12855,3519,1.4,0.9299
3519,8745,1.66,0.917
8745,3519,1.66,0.917
3519,13093,1.99,0.9005
13093,3519,1.99,0.9005
3519,8772,2.54,0.873
8772,3519,2.54,0.873
3520,10672,0.07,0.9965
10672,3520,0.07,0.9965
3520,3908,0.33,0.9834
3908,3520,0.33,0.9834
3520,12419,0.35,0.9824
12419,3520,0.35,0.9824
3520,5361,0.47,0.9764
5361,3520,0.47,0.9764
3520,9937,0.96,0.9519
9937,3520,0.96,0.9519
3521,11290,0.08,0.9961
11290,3521,0.08,0.9961
3521,10912,1.31,0.9345
10912,3521,1.31,0.9345
3521,13185,1.94,0.9031
13185,3521,1.94,0.9031
3521,11681,2.27,0.8864
11681,3521,2.27,0.8864
3521,9093,2.52,0.8741
9093,3521,2.52,0.8741
3521,12245,2.61,0.8694
12245,3521,2.61,0.8694
3522,9455,0.65,0.9674
9455,3522,0.65,0.9674
3522,9788,0.87,0.9564
9788,3522,0.87,0.9564
3522,6495,1.19,0.9404
6495,3522,1.19,0.9404
3522,3076,1.42,0.929
3076,3522,1.42,0.929
3522,912,1.42,0.9289
912,3522,1.42,0.9289
3522,7001,1.43,0.9284
7001,3522,1.43,0.9284
3522,9537,1.6,0.9201
9537,3522,1.6,0.9201
3523,5888,0.03,0.9984
5888,3523,0.03,0.9984
3523,13845,1.05,0.9473
13845,3523,1.05,0.9473
3523,8702,1.79,0.9105
8702,3523,1.79,0.9105
3523,13782,2.89,0.8555
13782,3523,2.89,0.8555
3523,13544,3.32,0.8341
13544,3523,3.32,0.8341
3523,13585,6.96,0.6522
13585,3523,6.96,0.6522
3524,12933,1.45,0.9275
12933,3524,1.45,0.9275
3524,3563,1.86,0.9072
3563,3524,1.86,0.9072
3524,12591,2.96,0.8522
12591,3524,2.96,0.8522
3524,12891,3.09,0.8454
12891,3524,3.09,0.8454
3524,11583,3.11,0.8447
11583,3524,3.11,0.8447
3524,6878,3.4,0.83
6878,3524,3.4,0.83
3524,9124,3.96,0.8019
9124,3524,3.96,0.8019
3525,10332,0.97,0.9514
10332,3525,0.97,0.9514
3525,6483,2.47,0.8767
6483,3525,2.47,0.8767
3525,11146,2.91,0.8543
11146,3525,2.91,0.8543
3525,10443,2.96,0.8519
10443,3525,2.96,0.8519
3525,10644,3.09,0.8457
10644,3525,3.09,0.8457
3526,11512,1.76,0.9121
11512,3526,1.76,0.9121
3526,12040,3.11,0.8447
12040,3526,3.11,0.8447
3526,9181,3.57,0.8215
9181,3526,3.57,0.8215
3526,12034,4.38,0.7809
12034,3526,4.38,0.7809
3526,12606,6.57,0.6713
12606,3526,6.57,0.6713
3526,12695,6.66,0.6669
12695,3526,6.66,0.6669
3526,3335,7.14,0.6432
3335,3526,7.14,0.6432
3527,13481,2.41,0.8795
13481,3527,2.41,0.8795
3527,10096,10.92,0.4542
10096,3527,10.92,0.4542
3528,10997,0.76,0.9621
10997,3528,0.76,0.9621
3528,6163,0.9,0.9551
6163,3528,0.9,0.9551
3528,10928,2.46,0.877
10928,3528,2.46,0.877
3528,11732,3.56,0.822
11732,3528,3.56,0.822
3529,3717,6.6,0.67
3717,3529,6.6,0.67
3529,13509,9.58,0.5211
13509,3529,9.58,0.5211
3529,3776,11.7,0.4149
3776,3529,11.7,0.4149
3529,13850,11.91,0.4045
13850,3529,11.91,0.4045
3529,3911,14.61,0.2696
3911,3529,14.61,0.2696
3529,4277,14.68,0.2658
4277,3529,14.68,0.2658
3529,4367,16.01,0.1993
4367,3529,16.01,0.1993
3530,13318,0.2,0.9902
13318,3530,0.2,0.9902
3530,8080,0.42,0.9792
8080,3530,0.42,0.9792
3530,7765,0.45,0.9777
7765,3530,0.45,0.9777
3530,10926,0.49,0.9755
10926,3530,0.49,0.9755
3530,11891,0.81,0.9594
11891,3530,0.81,0.9594
3530,10648,0.82,0.9588
10648,3530,0.82,0.9588
3530,7196,0.84,0.9581
7196,3530,0.84,0.9581
3531,4063,6.53,0.6736
4063,3531,6.53,0.6736
3531,3663,7.73,0.6134
3663,3531,7.73,0.6134
3531,8814,7.76,0.6118
8814,3531,7.76,0.6118
3531,8806,7.88,0.6062
8806,3531,7.88,0.6062
3531,11760,7.94,0.6029
11760,3531,7.94,0.6029
3531,11665,7.97,0.6014
11665,3531,7.97,0.6014
3531,2289,8.33,0.5837
2289,3531,8.33,0.5837
3531,11725,8.39,0.5806
11725,3531,8.39,0.5806
3532,13670,0.36,0.9822
13670,3532,0.36,0.9822
3532,9866,0.61,0.9697
9866,3532,0.61,0.9697
3532,7830,0.65,0.9676
7830,3532,0.65,0.9676
3532,6960,0.79,0.9606
6960,3532,0.79,0.9606
3533,9011,2.75,0.8624
9011,3533,2.75,0.8624
3533,8791,2.87,0.8567
8791,3533,2.87,0.8567
3533,11708,3.86,0.8068
11708,3533,3.86,0.8068
3533,11728,5.06,0.7468
11728,3533,5.06,0.7468
3533,9010,5.67,0.7164
9010,3533,5.67,0.7164
3533,2249,5.73,0.7135
2249,3533,5.73,0.7135
3533,12348,6.29,0.6855
12348,3533,6.29,0.6855
3534,3601,1.86,0.9072
3601,3534,1.86,0.9072
3534,13707,10.22,0.4891
13707,3534,10.22,0.4891
3534,2419,11.97,0.4013
2419,3534,11.97,0.4013
3534,4762,13.22,0.3392
4762,3534,13.22,0.3392
3534,9023,13.71,0.3145
9023,3534,13.71,0.3145
3534,13667,13.86,0.3068
13667,3534,13.86,0.3068
3534,9052,13.9,0.3051
9052,3534,13.9,0.3051
3535,3779,1.16,0.9419
3779,3535,1.16,0.9419
3535,9114,1.74,0.913
9114,3535,1.74,0.913
3535,5225,2.25,0.8873
5225,3535,2.25,0.8873
3535,7544,3.5,0.825
7544,3535,3.5,0.825
3535,4380,5.27,0.7365
4380,3535,5.27,0.7365
3535,7539,17.18,0.141
7539,3535,17.18,0.141
3536,9795,1.52,0.924
9795,3536,1.52,0.924
3536,3991,3.95,0.8027
3991,3536,3.95,0.8027
3536,3990,4.9,0.7551
3990,3536,4.9,0.7551
3536,2232,5.1,0.7452
2232,3536,5.1,0.7452
3536,10140,5.1,0.7451
10140,3536,5.1,0.7451
3536,4561,8.46,0.5769
4561,3536,8.46,0.5769
3537,13703,3.39,0.8305
13703,3537,3.39,0.8305
3537,5447,20.59,0.0
5447,3537,20.59,0.0
3538,7205,0.79,0.9604
7205,3538,0.79,0.9604
3538,7270,0.85,0.9576
7270,3538,0.85,0.9576
3538,9647,0.89,0.9556
9647,3538,0.89,0.9556
3538,12743,1.0,0.95
12743,3538,1.0,0.95
3538,8063,1.17,0.9416
8063,3538,1.17,0.9416
3538,8113,1.39,0.9305
8113,3538,1.39,0.9305
3538,8042,1.4,0.9298
8042,3538,1.4,0.9298
3538,8047,1.66,0.9168
8047,3538,1.66,0.9168
3539,10873,0.7,0.9648
10873,3539,0.7,0.9648
3539,10645,0.96,0.9519
10645,3539,0.96,0.9519
3539,5114,0.97,0.9517
5114,3539,0.97,0.9517
3539,3927,1.24,0.9381
3927,3539,1.24,0.9381
3539,11592,3.16,0.8418
11592,3539,3.16,0.8418
3539,5488,3.2,0.8398
5488,3539,3.2,0.8398
3539,250,4.85,0.7575
250,3539,4.85,0.7575
3540,3664,0.41,0.9794
3664,3540,0.41,0.9794
3540,5003,0.65,0.9677
5003,3540,0.65,0.9677
3540,13590,1.31,0.9347
13590,3540,1.31,0.9347
3540,4073,2.31,0.8846
4073,3540,2.31,0.8846
3540,3783,2.56,0.8722
3783,3540,2.56,0.8722
3540,13669,8.68,0.566
13669,3540,8.68,0.566
3540,9180,9.12,0.5439
9180,3540,9.12,0.5439
3540,4074,10.69,0.4655
4074,3540,10.69,0.4655
3541,4598,11.69,0.4155
4598,3541,11.69,0.4155
3541,13673,17.05,0.1473
13673,3541,17.05,0.1473
3541,10097,17.9,0.1049
10097,3541,17.9,0.1049
3542,3576,4.67,0.7667
3576,3542,4.67,0.7667
3542,7801,5.03,0.7486
7801,3542,5.03,0.7486
3542,3655,5.31,0.7347
3655,3542,5.31,0.7347
3542,3568,6.81,0.6595
3568,3542,6.81,0.6595
3542,7556,7.96,0.602
7556,3542,7.96,0.602
3542,3677,8.32,0.584
3677,3542,8.32,0.584
3543,3863,0.92,0.954
3863,3543,0.92,0.954
3543,3671,1.9,0.9049
3671,3543,1.9,0.9049
3543,4079,2.8,0.8601
4079,3543,2.8,0.8601
3543,6736,4.48,0.7762
6736,3543,4.48,0.7762
3543,3610,6.03,0.6986
3610,3543,6.03,0.6986
3543,5157,10.42,0.4788
5157,3543,10.42,0.4788
3543,5283,11.7,0.415
5283,3543,11.7,0.415
3544,13826,7.88,0.606
13826,3544,7.88,0.606
3544,2786,13.14,0.3428
2786,3544,13.14,0.3428
3544,2369,13.38,0.3311
2369,3544,13.38,0.3311
3544,4163,13.4,0.3302
4163,3544,13.4,0.3302
3544,13828,15.05,0.2476
13828,3544,15.05,0.2476
3545,13747,0.72,0.964
13747,3545,0.72,0.964
3545,12569,0.75,0.9625
12569,3545,0.75,0.9625
3545,12615,0.92,0.954
12615,3545,0.92,0.954
3545,11819,1.13,0.9436
11819,3545,1.13,0.9436
3545,6952,1.36,0.932
6952,3545,1.36,0.932
3545,1205,1.39,0.9305
1205,3545,1.39,0.9305
3545,11671,1.44,0.9282
11671,3545,1.44,0.9282
3546,11117,0.01,0.9994
11117,3546,0.01,0.9994
3546,10813,0.33,0.9837
10813,3546,0.33,0.9837
3546,11210,0.49,0.9754
11210,3546,0.49,0.9754
3546,5412,0.8,0.9599
5412,3546,0.8,0.9599
3546,12213,0.82,0.9592
12213,3546,0.82,0.9592
3546,6590,0.84,0.9581
6590,3546,0.84,0.9581
3546,12641,0.9,0.9552
12641,3546,0.9,0.9552
3547,5338,1.45,0.9275
5338,3547,1.45,0.9275
3547,4786,1.85,0.9073
4786,3547,1.85,0.9073
3547,4494,2.13,0.8933
4494,3547,2.13,0.8933
3547,4908,2.14,0.893
4908,3547,2.14,0.893
3547,6090,2.31,0.8844
6090,3547,2.31,0.8844
3547,9295,3.12,0.844
9295,3547,3.12,0.844
3547,4156,3.3,0.8352
4156,3547,3.3,0.8352
3547,3858,3.49,0.8255
3858,3547,3.49,0.8255
3548,9898,0.55,0.9726
9898,3548,0.55,0.9726
3548,11182,0.8,0.96
11182,3548,0.8,0.96
3548,9903,0.88,0.9559
9903,3548,0.88,0.9559
3548,2856,1.02,0.9488
2856,3548,1.02,0.9488
3548,3369,1.02,0.9488
3369,3548,1.02,0.9488
3548,5921,1.04,0.948
5921,3548,1.04,0.948
3549,10102,1.16,0.9418
10102,3549,1.16,0.9418
3549,2641,1.22,0.9388
2641,3549,1.22,0.9388
3549,5854,1.36,0.932
5854,3549,1.36,0.932
3549,16,1.46,0.9272
16,3549,1.46,0.9272
3549,1049,1.63,0.9184
1049,3549,1.63,0.9184
3549,397,1.64,0.9181
397,3549,1.64,0.9181
3550,7942,0.94,0.9531
7942,3550,0.94,0.9531
3550,13840,1.04,0.9481
13840,3550,1.04,0.9481
3550,4182,1.05,0.9477
4182,3550,1.05,0.9477
3550,10847,2.99,0.8505
10847,3550,2.99,0.8505
3551,6252,0.19,0.9905
6252,3551,0.19,0.9905
3551,7982,0.26,0.9871
7982,3551,0.26,0.9871
3551,9644,0.26,0.9871
9644,3551,0.26,0.9871
3551,6226,0.31,0.9846
6226,3551,0.31,0.9846
3551,9723,0.56,0.9718
